race_id,pool,combo,odds
20150118_3_5,연승식,10,2.2
20150118_3_5,복연승식,1-7,6.1
20150118_3_5,복연승식,1-10,9.2
20150118_3_5,복연승식,7-10,6.4
20150118_3_5,복승식,7-10,15.4
20150118_3_5,쌍승식,10-7,33.6
20150118_3_5,삼복승식,1-7-10,45.1
20150118_3_6,연승식,2,7.8
20150118_3_6,연승식,4,12.5
20150118_3_6,단승식,10,1.3
20150118_3_6,연승식,10,1.2
20150118_3_6,복연승식,2-4,139.3
20150118_3_6,복연승식,2-10,8.7
20150118_3_6,복승식,4-10,49.1
20150118_3_6,복연승식,4-10,12.5
20150118_3_6,쌍승식,10-4,56.1
20150118_3_6,삼복승식,2-4-10,310.3
20150123_3_1,단승식,5,2.6
20150123_3_1,연승식,4,1.1
20150123_3_1,연승식,5,1.3
20150123_3_1,연승식,8,1.9
20150123_3_1,복승식,4-5,2.4
20150123_3_1,복연승식,4-5,1.4
20150123_3_1,복연승식,4-8,2.9
20150123_3_1,복연승식,5-8,3.1
20150123_3_1,쌍승식,5-4,4.8
20150123_3_1,삼복승식,4-5-8,5.4
20150123_3_2,연승식,3,1.3
20150123_3_2,연승식,4,1.2
20150123_3_2,연승식,6,1.6
20150123_3_2,단승식,4,1.7
20150123_3_2,복연승식,3-4,1.3
20150123_3_2,복연승식,3-6,2.8
20150123_3_2,복연승식,4-6,2.5
20150123_3_2,복승식,3-4,2.3
20150123_3_2,쌍승식,4-3,3.5
20150123_3_2,삼복승식,3-4-6,4.5
20150123_3_3,단승식,4,6.8
20150123_3_3,연승식,4,1.4
20150123_3_3,연승식,6,4.2
20150123_3_3,연승식,9,1
20150123_3_3,복승식,4-6,72.8
20150123_3_3,복연승식,4-6,11.4
20150123_3_3,복연승식,4-9,1.6
20150123_3_3,복연승식,6-9,3.7
20150123_3_3,쌍승식,4-6,137.5
20150123_3_3,삼복승식,4-6-9,15.9
20150123_3_4,연승식,4,3.8
20150123_3_4,연승식,5,1.2
20150123_3_4,연승식,8,1.3
20150123_3_4,단승식,8,3.3
20150123_3_4,복연승식,4-5,7.2
20150123_3_4,복연승식,4-8,8
20150123_3_4,복연승식,5-8,1.6
20150123_3_4,복승식,5-8,3.8
20150123_3_4,쌍승식,8-5,7.9
20150123_3_4,삼복승식,4-5-8,16.1
20150123_3_5,단승식,3,1.6
20150123_3_5,연승식,3,1.1
20150123_3_5,연승식,4,1.5
20150123_3_5,연승식,5,2.6
20150123_3_5,복연승식,3-4,1.2
20150123_3_5,복연승식,3-5,1.6
20150123_3_5,복연승식,4-5,1.8
20150123_3_5,복승식,3-5,3.6
20150123_3_5,쌍승식,3-5,4.8
20150123_3_5,삼복승식,3-4-5,2
20150123_3_6,연승식,1,1.6
20150123_3_6,연승식,2,1.3
20150123_3_6,연승식,6,2
20150123_3_6,단승식,2,1.9
20150123_3_6,복승식,1-2,2.6
20150123_3_6,복연승식,1-2,1.5
20150123_3_6,복연승식,1-6,2
20150123_3_6,복연승식,2-6,1.5
20150123_3_6,쌍승식,2-1,4.1
20150123_3_6,삼복승식,1-2-6,2.5
20150123_3_7,연승식,3,2
20150123_3_7,연승식,4,2.1
20150123_3_7,연승식,6,1.4
20150123_3_7,단승식,6,2.5
20150123_3_7,복승식,3-6,4.7
20150123_3_7,복연승식,3-4,2.4
20150123_3_7,복연승식,3-6,2
20150123_3_7,복연승식,4-6,1.7
20150123_3_7,쌍승식,6-3,7.8
20150123_3_7,삼복승식,3-4-6,4.6
20150123_3_8,단승식,7,1.2
20150123_3_8,연승식,5,7.9
20150123_3_8,연승식,7,1
20150123_3_8,연승식,12,1.8
20150123_3_8,복연승식,5-7,10.4
20150123_3_8,복연승식,5-12,21.6
20150123_3_8,복연승식,7-12,2
20150123_3_8,복승식,7-12,3.6
20150123_3_8,쌍승식,7-12,4.7
20150123_3_8,삼복승식,5-7-12,32.5
20150123_3_9,단승식,1,1.4
20150123_3_9,연승식,1,1.1
20150123_3_9,연승식,5,3.1
20150123_3_9,연승식,6,10.6
20150123_3_9,복연승식,1-5,2
20150123_3_9,복연승식,1-6,7.4
20150123_3_9,복연승식,5-6,18.4
20150123_3_9,쌍승식,1-5,5.8
20150123_3_9,복승식,1-5,4.7
20150123_3_9,삼복승식,1-5-6,36.9
20150123_3_10,단승식,3,12.5
20150123_3_10,연승식,2,3.5
20150123_3_10,연승식,3,3.3
20150123_3_10,연승식,5,2.6
20150123_3_10,복승식,3-5,55.9
20150123_3_10,복연승식,2-3,12.3
20150123_3_10,복연승식,2-5,16.9
20150123_3_10,복연승식,3-5,15.4
20150123_3_10,쌍승식,3-5,102.7
20150123_3_10,삼복승식,2-3-5,99.3
20150123_3_11,단승식,1,3.2
20150123_3_11,연승식,1,1.5
20150123_3_11,연승식,4,2.4
20150123_3_11,연승식,9,19.8
20150123_3_11,복승식,1-4,14
20150123_3_11,복연승식,1-4,4.3
20150123_3_11,복연승식,1-9,88.2
20150123_3_11,복연승식,4-9,77.3
20150123_3_11,쌍승식,1-4,19.3
20150123_3_11,삼복승식,1-4-9,667.4
20150130_3_1,연승식,1,1.2
20150130_3_1,연승식,3,1.1
20150130_3_1,연승식,8,4.8
20150130_3_1,단승식,3,4.1
20150130_3_1,복연승식,1-3,2.3
20150130_3_1,복승식,1-3,10.5
20150130_3_1,복연승식,1-8,10.2
20150130_3_1,복연승식,3-8,11.3
20150130_3_1,쌍승식,3-1,19.9
20150130_3_1,삼복승식,1-3-8,93.9
20150130_3_2,단승식,5,1.9
20150130_3_2,연승식,2,1.7
20150130_3_2,연승식,5,1.4
20150130_3_2,연승식,6,3.3
20150130_3_2,복연승식,2-5,1.6
20150130_3_2,복연승식,2-6,3.7
20150130_3_2,복연승식,5-6,2.2
20150130_3_2,쌍승식,5-2,4.5
20150130_3_2,복승식,2-5,3.1
20150130_3_2,삼복승식,2-5-6,7.6
20150130_3_3,단승식,2,4
20150130_3_3,연승식,2,1.6
20150130_3_3,연승식,5,3.6
20150130_3_3,연승식,6,1.1
20150130_3_3,복승식,2-6,1.8
20150130_3_3,복연승식,2-5,3.3
20150130_3_3,복연승식,2-6,1.2
20150130_3_3,쌍승식,2-6,5.3
20150130_3_3,복연승식,5-6,2.2
20150130_3_3,삼복승식,2-5-6,4.7
20150130_3_4,연승식,2,4.9
20150130_3_4,연승식,5,7.6
20150130_3_4,연승식,6,1.3
20150130_3_4,단승식,6,2.5
20150130_3_4,복승식,5-6,20.5
20150130_3_4,복연승식,2-5,17
20150130_3_4,복연승식,2-6,3.5
20150130_3_4,복연승식,5-6,5.6
20150130_3_4,쌍승식,6-5,30.3
20150130_3_4,삼복승식,2-5-6,39.3
20150130_3_5,연승식,1,1.3
20150130_3_5,연승식,5,1
20150130_3_5,단승식,5,1.1
20150130_3_5,연승식,8,2
20150130_3_5,복연승식,1-5,1.4
20150130_3_5,복연승식,1-8,3.5
20150130_3_5,복연승식,5-8,1.8
20150130_3_5,복승식,1-5,2.2
20150130_3_5,쌍승식,5-1,2.6
20150130_3_5,삼복승식,1-5-8,3.8
20150130_3_6,단승식,2,2.1
20150130_3_6,연승식,4,1.1
20150130_3_6,연승식,1,3.2
20150130_3_6,연승식,2,1
20150130_3_6,쌍승식,2-4,3
20150130_3_6,복승식,2-4,1.6
20150130_3_6,복연승식,1-2,3.4
20150130_3_6,복연승식,1-4,4.1
20150130_3_6,복연승식,2-4,1.1
20150130_3_6,삼복승식,1-2-4,5.4
20150130_3_7,단승식,1,8.6
20150130_3_7,연승식,1,2
20150130_3_7,연승식,6,1.4
20150130_3_7,연승식,9,1.3
20150130_3_7,복승식,1-6,13.6
20150130_3_7,복연승식,1-6,5.1
20150130_3_7,복연승식,1-9,3.9
20150130_3_7,복연승식,6-9,2.2
20150130_3_7,쌍승식,1-6,32.2
20150130_3_7,삼복승식,1-6-9,10.8
20150130_3_8,연승식,3,1.5
20150130_3_8,연승식,4,13.3
20150130_3_8,연승식,11,1.1
20150130_3_8,단승식,11,1.3
20150130_3_8,복승식,3-11,3.3
20150130_3_8,복연승식,3-4,37.8
20150130_3_8,복연승식,3-11,1.8
20150130_3_8,복연승식,4-11,15.2
20150130_3_8,쌍승식,11-3,4
20150130_3_8,삼복승식,3-4-11,64.1
20150130_3_9,연승식,3,1.7
20150130_3_9,연승식,5,1.1
20150130_3_9,연승식,7,1.1
20150130_3_9,단승식,7,1.5
20150130_3_9,복승식,5-7,1.5
20150130_3_9,복연승식,3-5,2.3
20150130_3_9,복연승식,3-7,2.2
20150130_3_9,복연승식,5-7,1.2
20150130_3_9,쌍승식,7-5,2.2
20150130_3_9,삼복승식,3-5-7,3
20150130_3_10,연승식,1,1.1
20150130_3_10,단승식,1,2.1
20150130_3_10,연승식,7,1.4
20150130_3_10,연승식,10,2.3
20150130_3_10,복승식,1-7,2.9
20150130_3_10,복연승식,1-7,1.4
20150130_3_10,복연승식,1-10,3.4
20150130_3_10,복연승식,7-10,4.1
20150130_3_10,쌍승식,1-7,4.1
20150130_3_10,삼복승식,1-7-10,6.2
20150130_3_11,연승식,3,15.1
20150130_3_11,연승식,5,1
20150130_3_11,연승식,7,3.4
20150130_3_11,단승식,5,1.3
20150130_3_11,복연승식,3-5,11.6
20150130_3_11,복연승식,3-7,68.6
20150130_3_11,복연승식,5-7,4.1
20150130_3_11,복승식,5-7,7.3
20150130_3_11,쌍승식,5-7,8.8
20150130_3_11,삼복승식,3-5-7,95.3
20150201_3_1,단승식,5,1.1
20150201_3_1,연승식,5,1
20150201_3_1,연승식,6,1.5
20150201_3_1,연승식,10,1.3
20150201_3_1,복승식,5-6,2.7
20150201_3_1,쌍승식,5-6,3.1
20150201_3_1,복연승식,5-6,1.5
20150201_3_1,복연승식,5-10,1.5
20150201_3_1,복연승식,6-10,2.5
20150201_3_1,삼복승식,5-6-10,2.4
20150201_3_2,연승식,2,1.5
20150201_3_2,연승식,7,1.7
20150201_3_2,연승식,8,1.4
20150201_3_2,단승식,7,7
20150201_3_2,복승식,2-7,12.7
20150201_3_2,복연승식,2-7,4.9
20150201_3_2,복연승식,2-8,2.1
20150201_3_2,복연승식,7-8,3.6
20150201_3_2,쌍승식,7-2,26.5
20150201_3_2,삼복승식,2-7-8,10.2
20150201_3_3,연승식,5,3
20150201_3_3,연승식,6,1.6
20150201_3_3,연승식,7,1.8
20150201_3_3,단승식,6,2.9
20150201_3_3,복연승식,5-6,6.6
20150201_3_3,복연승식,5-7,10.5
20150201_3_3,복연승식,6-7,4.1
20150201_3_3,복승식,5-6,19.8
20150201_3_3,쌍승식,6-5,31.8
20150201_3_3,삼복승식,5-6-7,38.9
20150201_3_4,연승식,4,1.5
20150201_3_4,연승식,2,1.1
20150201_3_4,연승식,7,1.4
20150201_3_4,단승식,2,1.6
20150201_3_4,복승식,2-4,3.5
20150201_3_4,복연승식,2-4,1.7
20150201_3_4,복연승식,2-7,1.5
20150201_3_4,복연승식,4-7,2.8
20150201_3_4,쌍승식,2-4,4.8
20150201_3_4,삼복승식,2-4-7,3
20150201_3_5,연승식,3,1.9
20150201_3_5,연승식,5,3.5
20150201_3_5,연승식,8,1.5
20150201_3_5,단승식,8,4.4
20150201_3_5,복연승식,3-5,13.8
20150201_3_5,복연승식,3-8,4.3
20150201_3_5,복승식,5-8,35.8
20150201_3_5,복연승식,5-8,8.9
20150201_3_5,쌍승식,8-5,66.6
20150201_3_5,삼복승식,3-5-8,94.8
20150201_3_6,연승식,1,3.8
20150201_3_6,연승식,4,2.8
20150201_3_6,연승식,13,1.7
20150201_3_6,단승식,1,20.2
20150201_3_6,복승식,1-4,50.3
20150201_3_6,복연승식,1-4,14.9
20150201_3_6,복연승식,1-13,10.6
20150201_3_6,복연승식,4-13,6.7
20150201_3_6,쌍승식,1-4,150.2
20150201_3_6,삼복승식,1-4-13,110.1
20150208_3_1,단승식,6,3.7
20150208_3_1,연승식,1,2.8
20150208_3_1,연승식,2,1.1
20150208_3_1,연승식,6,1.6
20150208_3_1,복승식,2-6,2.5
20150208_3_1,복연승식,1-2,1.8
20150208_3_1,복연승식,1-6,2.5
20150208_3_1,복연승식,2-6,1.4
20150208_3_1,쌍승식,6-2,6.7
20150208_3_1,삼복승식,1-2-6,3.5
20150208_3_2,연승식,1,1.3
20150208_3_2,연승식,2,3.7
20150208_3_2,연승식,9,1.7
20150208_3_2,단승식,2,19.2
20150208_3_2,복승식,1-2,23.9
20150208_3_2,복연승식,1-2,6.1
20150208_3_2,복연승식,1-9,2.9
20150208_3_2,복연승식,2-9,9.3
20150208_3_2,쌍승식,2-1,80
20150208_3_2,삼복승식,1-2-9,37.1
20150208_3_3,단승식,7,14.9
20150208_3_3,연승식,4,4.1
20150208_3_3,연승식,7,4.2
20150208_3_3,연승식,10,1.6
20150208_3_3,복승식,7-10,24.4
20150208_3_3,복연승식,4-7,34.7
20150208_3_3,복연승식,4-10,17.7
20150208_3_3,복연승식,7-10,9
20150208_3_3,쌍승식,7-10,61.2
20150208_3_3,삼복승식,4-7-10,226.2
20150208_3_4,연승식,1,1.9
20150208_3_4,연승식,3,3.8
20150208_3_4,단승식,9,3.6
20150208_3_4,연승식,9,1.5
20150208_3_4,복연승식,1-3,14.6
20150208_3_4,복연승식,1-9,4
20150208_3_4,복연승식,3-9,9.1
20150208_3_4,복승식,3-9,33
20150208_3_4,쌍승식,9-3,47.7
20150208_3_4,삼복승식,1-3-9,65.7
20150208_3_5,단승식,9,1.3
20150208_3_5,연승식,6,1.7
20150208_3_5,연승식,9,1.1
20150208_3_5,연승식,13,4.6
20150208_3_5,복승식,6-9,3.1
20150208_3_5,복연승식,6-9,1.6
20150208_3_5,복연승식,6-13,16.1
20150208_3_5,복연승식,9-13,5.8
20150208_3_5,쌍승식,9-6,3.5
20150208_3_5,삼복승식,6-9-13,18.3
20150208_3_6,연승식,2,1.1
20150208_3_6,연승식,4,2.2
20150208_3_6,연승식,6,5.7
20150208_3_6,단승식,2,1.7
20150208_3_6,복승식,2-4,7
20150208_3_6,복연승식,2-4,3
20150208_3_6,복연승식,2-6,7.5
20150208_3_6,복연승식,4-6,18.9
20150208_3_6,쌍승식,2-4,9.2
20150208_3_6,삼복승식,2-4-6,41.4
20150214_2_1,연승식,5,1.4
20150214_2_1,연승식,8,1.5
20150214_2_1,연승식,10,1.2
20150214_2_1,단승식,8,5.9
20150214_2_1,복승식,8-10,5.5
20150214_2_1,쌍승식,8-10,15.1
20150214_2_1,복연승식,5-8,4.8
20150214_2_1,복연승식,5-10,2.2
20150214_2_1,복연승식,8-10,2.5
20150214_2_1,삼복승식,5-8-10,10.5
20150214_2_2,연승식,5,1.4
20150214_2_2,연승식,6,10.9
20150214_2_2,연승식,10,1.5
20150214_2_2,단승식,5,3
20150214_2_2,복연승식,5-6,14
20150214_2_2,복연승식,5-10,2.2
20150214_2_2,복연승식,6-10,18.3
20150214_2_2,복승식,5-10,5.4
20150214_2_2,쌍승식,5-10,9.2
20150214_2_2,삼복승식,5-6-10,59.2
20150214_2_3,단승식,3,3
20150214_2_3,연승식,2,2.7
20150214_2_3,연승식,3,1.7
20150214_2_3,연승식,9,2.8
20150214_2_3,복승식,2-3,14.7
20150214_2_3,복연승식,2-3,6
20150214_2_3,복연승식,2-9,15.4
20150214_2_3,복연승식,3-9,8
20150214_2_3,쌍승식,3-2,22.4
20150214_2_3,삼복승식,2-3-9,63.2
20150214_2_4,연승식,1,1.6
20150214_2_4,연승식,5,1
20150214_2_4,연승식,7,3.1
20150214_2_4,단승식,5,1.7
20150214_2_4,복승식,1-5,2
20150214_2_4,쌍승식,5-1,2.5
20150214_2_4,복연승식,1-5,1.5
20150214_2_4,복연승식,1-7,3.5
20150214_2_4,복연승식,5-7,1.8
20150214_2_4,삼복승식,1-5-7,4.2
20150214_2_5,연승식,2,1.3
20150214_2_5,단승식,5,3
20150214_2_5,연승식,5,1.9
20150214_2_5,연승식,9,7.7
20150214_2_5,복승식,2-5,3.9
20150214_2_5,복연승식,2-5,1.4
20150214_2_5,복연승식,2-9,24.3
20150214_2_5,복연승식,5-9,9.8
20150214_2_5,쌍승식,5-2,5.7
20150214_2_5,삼복승식,2-5-9,25.3
20150214_2_6,연승식,1,2.7
20150214_2_6,연승식,3,1.9
20150214_2_6,연승식,8,10.9
20150214_2_6,단승식,1,18.6
20150214_2_6,복연승식,1-3,10.6
20150214_2_6,복연승식,1-8,70.3
20150214_2_6,복연승식,3-8,18.2
20150214_2_6,복승식,1-8,95
20150214_2_6,쌍승식,1-8,851.6
20150214_2_6,삼복승식,1-3-8,217.5
20150214_2_7,연승식,5,5.9
20150214_2_7,연승식,6,2
20150214_2_7,연승식,7,1.4
20150214_2_7,단승식,5,20.1
20150214_2_7,복연승식,5-6,27
20150214_2_7,복연승식,5-7,34.3
20150214_2_7,복연승식,6-7,2
20150214_2_7,복승식,5-6,325.6
20150214_2_7,쌍승식,5-6,417.5
20150214_2_7,삼복승식,5-6-7,467
20150214_2_8,연승식,2,1.1
20150214_2_8,연승식,5,1
20150214_2_8,연승식,8,2.3
20150214_2_8,단승식,5,2.1
20150214_2_8,복승식,5-8,2.6
20150214_2_8,복연승식,2-5,1.4
20150214_2_8,복연승식,2-8,1.9
20150214_2_8,복연승식,5-8,3.4
20150214_2_8,쌍승식,5-8,3.2
20150214_2_8,삼복승식,2-5-8,3.8
20150214_2_9,단승식,3,8.6
20150214_2_9,연승식,2,1.3
20150214_2_9,연승식,3,1.5
20150214_2_9,연승식,7,3.1
20150214_2_9,복승식,2-3,7.6
20150214_2_9,복연승식,2-3,4.6
20150214_2_9,복연승식,2-7,4.7
20150214_2_9,복연승식,3-7,20.4
20150214_2_9,쌍승식,3-2,22.3
20150214_2_9,삼복승식,2-3-7,44.4
20150321_2_1,단승식,2,1.9
20150321_2_1,연승식,1,2.6
20150321_2_1,연승식,2,1
20150321_2_1,연승식,5,1.9
20150321_2_1,복승식,2-5,7.8
20150321_2_1,쌍승식,2-5,10.7
20150321_2_1,복연승식,1-2,3.6
20150321_2_1,복연승식,1-5,11.3
20150321_2_1,복연승식,2-5,2.9
20150321_2_1,삼복승식,1-2-5,25.2
20150321_2_2,연승식,3,7.2
20150321_2_2,연승식,6,1.3
20150321_2_2,연승식,7,2.4
20150321_2_2,단승식,6,1.9
20150321_2_2,복승식,6-7,6.9
20150321_2_2,복연승식,3-6,6.7
20150321_2_2,복연승식,3-7,14.8
20150321_2_2,복연승식,6-7,2.2
20150321_2_2,쌍승식,6-7,11.5
20150321_2_2,삼복승식,3-6-7,44.3
20150321_2_3,연승식,2,2.2
20150321_2_3,연승식,3,1
20150321_2_3,연승식,9,4.8
20150321_2_3,단승식,3,1.3
20150321_2_3,복연승식,2-3,2.9
20150321_2_3,복연승식,2-9,28.5
20150321_2_3,복승식,2-3,6
20150321_2_3,복연승식,3-9,5.6
20150321_2_3,쌍승식,3-2,7.8
20150321_2_3,삼복승식,2-3-9,46.5
20150321_2_4,단승식,1,2.8
20150321_2_4,연승식,1,1.4
20150321_2_4,연승식,5,4.5
20150321_2_4,연승식,6,2.3
20150321_2_4,복승식,1-6,12.5
20150321_2_4,복연승식,1-5,11.1
20150321_2_4,복연승식,1-6,5.3
20150321_2_4,복연승식,5-6,28.5
20150321_2_4,쌍승식,1-6,20.8
20150321_2_4,삼복승식,1-5-6,97.8
20150321_2_5,연승식,4,3.3
20150321_2_5,연승식,1,7.9
20150321_2_5,연승식,11,4.9
20150321_2_5,단승식,4,28.8
20150321_2_5,복승식,1-4,408.9
20150321_2_5,복연승식,1-4,110
20150321_2_5,복연승식,1-11,60.6
20150321_2_5,복연승식,4-11,44.1
20150321_2_5,쌍승식,4-1,1023.8
20150321_2_5,삼복승식,1-4-11,2835.6
20150321_2_6,연승식,4,2.1
20150321_2_6,연승식,5,1.1
20150321_2_6,연승식,7,6.1
20150321_2_6,단승식,5,1.3
20150321_2_6,복승식,5-7,4.6
20150321_2_6,복연승식,4-5,2.1
20150321_2_6,복연승식,4-7,10
20150321_2_6,복연승식,5-7,3.1
20150321_2_6,쌍승식,5-7,5.5
20150321_2_6,삼복승식,4-5-7,9
20150321_2_7,연승식,7,2.9
20150321_2_7,연승식,8,1.5
20150321_2_7,연승식,9,1
20150321_2_7,단승식,8,4.7
20150321_2_7,복승식,7-8,77.5
20150321_2_7,복연승식,7-8,25.8
20150321_2_7,복연승식,7-9,10.3
20150321_2_7,복연승식,8-9,1.9
20150321_2_7,쌍승식,8-7,78.9
20150321_2_7,삼복승식,7-8-9,19.7
20150321_2_8,연승식,8,1.1
20150321_2_8,연승식,9,1.3
20150321_2_8,연승식,10,2.8
20150321_2_8,단승식,8,1.7
20150321_2_8,복승식,8-9,2.9
20150321_2_8,복연승식,8-9,3.1
20150321_2_8,복연승식,8-10,2.7
20150321_2_8,복연승식,9-10,2.9
20150321_2_8,쌍승식,8-9,3.7
20150321_2_8,삼복승식,8-9-10,5.5
20150321_2_9,연승식,1,1.8
20150321_2_9,연승식,2,1.7
20150321_2_9,연승식,10,2.1
20150321_2_9,단승식,2,2.5
20150321_2_9,복승식,1-2,3.1
20150321_2_9,쌍승식,2-1,4
20150321_2_9,복연승식,1-2,1.8
20150321_2_9,복연승식,1-10,6.7
20150321_2_9,복연승식,2-10,2.1
20150321_2_9,삼복승식,1-2-10,5.3
20150404_2_1,연승식,6,1.2
20150404_2_1,연승식,9,19.4
20150404_2_1,연승식,10,1.6
20150404_2_1,단승식,6,1.6
20150404_2_1,복승식,6-10,5.5
20150404_2_1,복연승식,6-9,20.3
20150404_2_1,복연승식,6-10,2
20150404_2_1,복연승식,9-10,44.9
20150404_2_1,쌍승식,6-10,7.8
20150404_2_1,삼복승식,6-9-10,119.9
20150404_2_2,단승식,7,1
20150404_2_2,연승식,1,2.5
20150404_2_2,연승식,4,3.8
20150404_2_2,연승식,7,1
20150404_2_2,복승식,4-7,8.5
20150404_2_2,복연승식,1-4,3.4
20150404_2_2,복연승식,1-7,1.5
20150404_2_2,복연승식,4-7,4
20150404_2_2,쌍승식,7-4,10.6
20150404_2_2,삼복승식,1-4-7,11
20150404_2_3,연승식,1,2.8
20150404_2_3,연승식,5,4.4
20150404_2_3,연승식,9,1.5
20150404_2_3,단승식,9,3.7
20150404_2_3,복승식,5-9,39.6
20150404_2_3,복연승식,1-5,29.5
20150404_2_3,복연승식,1-9,7.6
20150404_2_3,복연승식,5-9,11.9
20150404_2_3,쌍승식,9-5,54.8
20150404_2_3,삼복승식,1-5-9,124.7
20150404_2_4,연승식,3,1.3
20150404_2_4,연승식,6,2.6
20150404_2_4,연승식,8,3.4
20150404_2_4,단승식,8,12.7
20150404_2_4,복승식,3-8,21.3
20150404_2_4,복연승식,3-6,4
20150404_2_4,복연승식,3-8,7.2
20150404_2_4,복연승식,6-8,15.3
20150404_2_4,쌍승식,8-3,67.1
20150404_2_4,삼복승식,3-6-8,43.4
20150404_2_5,연승식,4,2.3
20150404_2_5,연승식,1,1.8
20150404_2_5,연승식,2,1
20150404_2_5,단승식,2,1.5
20150404_2_5,복승식,2-4,5.4
20150404_2_5,복연승식,1-2,2
20150404_2_5,쌍승식,2-4,6.7
20150404_2_5,복연승식,1-4,5.6
20150404_2_5,복연승식,2-4,2.6
20150404_2_5,삼복승식,1-2-4,8.7
20150404_2_6,연승식,3,2.3
20150404_2_6,연승식,5,8.1
20150404_2_6,연승식,7,1.9
20150404_2_6,단승식,7,4.5
20150404_2_6,복승식,3-7,5.9
20150404_2_6,복연승식,3-5,7.6
20150404_2_6,복연승식,3-7,1.6
20150404_2_6,복연승식,5-7,7
20150404_2_6,쌍승식,7-3,11.7
20150404_2_6,삼복승식,3-5-7,22.2
20150404_2_7,단승식,2,4.2
20150404_2_7,연승식,2,1.7
20150404_2_7,연승식,3,1
20150404_2_7,연승식,7,4.6
20150404_2_7,복승식,2-3,2.6
20150404_2_7,복연승식,2-3,1.4
20150404_2_7,복연승식,2-7,2.1
20150404_2_7,복연승식,3-7,2
20150404_2_7,쌍승식,2-3,4
20150404_2_7,삼복승식,2-3-7,2.7
20150404_2_8,연승식,1,2
20150404_2_8,연승식,5,1
20150404_2_8,단승식,5,5.2
20150404_2_8,연승식,8,2.8
20150404_2_8,복연승식,1-5,2
20150404_2_8,복연승식,1-8,29.5
20150404_2_8,복연승식,5-8,8.8
20150404_2_8,복승식,1-5,3.8
20150404_2_8,쌍승식,5-1,5.5
20150404_2_8,삼복승식,1-5-8,54.1
20150404_2_9,단승식,10,3.1
20150404_2_9,연승식,2,3.7
20150404_2_9,연승식,5,7.9
20150404_2_9,연승식,10,1.7
20150404_2_9,복승식,5-10,34.1
20150404_2_9,복연승식,2-5,50.4
20150404_2_9,복연승식,2-10,5.2
20150404_2_9,복연승식,5-10,12.9
20150404_2_9,쌍승식,10-5,61.3
20150404_2_9,삼복승식,2-5-10,262.4
20150412_1_1,연승식,6,1.1
20150412_1_1,연승식,8,12.1
20150412_1_1,단승식,11,12
20150412_1_1,연승식,11,1.8
20150412_1_1,복승식,8-11,409.2
20150412_1_1,복연승식,6-8,15.4
20150412_1_1,복연승식,6-11,2.2
20150412_1_1,복연승식,8-11,67.1
20150412_1_1,쌍승식,11-8,802
20150412_1_1,삼복승식,6-8-11,88.7
20150412_1_2,연승식,1,1.7
20150412_1_2,연승식,3,1.5
20150412_1_2,연승식,6,1.5
20150412_1_2,단승식,6,2.6
20150412_1_2,복승식,3-6,7.7
20150412_1_2,복연승식,1-3,2.8
20150412_1_2,복연승식,1-6,3
20150412_1_2,쌍승식,6-3,13
20150412_1_2,복연승식,3-6,3.3
20150412_1_2,삼복승식,1-3-6,8.9
20150412_1_3,연승식,3,1.1
20150412_1_3,연승식,5,1.9
20150412_1_3,연승식,6,1.6
20150412_1_3,단승식,3,1.8
20150412_1_3,쌍승식,3-6,6.7
20150412_1_3,복승식,3-6,4.2
20150412_1_3,복연승식,3-5,2.7
20150412_1_3,복연승식,3-6,2.1
20150412_1_3,복연승식,5-6,6.2
20150412_1_3,삼복승식,3-5-6,10.8
20150412_1_4,연승식,3,1.3
20150412_1_4,연승식,4,1.1
20150412_1_4,연승식,6,1.3
20150412_1_4,단승식,6,4.8
20150412_1_4,복연승식,3-4,1.4
